T,seed,L,Y,YoverT,sqrtMI,absRI,xm1,birth,Smax,Nv,eta
0.85,5,256,-0.078336,-0.09216,0.067682,0.0039461,7.92312,0.023631,1.9083,0.002685,0.3492
0.87,5,256,0.375091,0.431139,0.074164,0.0042361,6.31454,0.02635,1.975,0.003122,0.3553
0.89,5,256,0.360632,0.405205,0.069803,0.0043993,6.89797,0.031692,2.0583,0.003729,0.454
0.91,5,256,-0.035473,-0.038982,0.075429,0.0044509,6.59276,0.03467,2.1417,0.004433,0.4596
0.93,5,256,-0.065305,-0.070221,0.0803,0.0046485,6.19768,0.041386,2.2083,0.00534,0.5154
0.95,5,256,-0.221687,-0.233354,0.082087,0.0048722,4.8862,0.044751,2.2667,0.006359,0.5452
0.97,5,256,0.109637,0.113028,0.088721,0.0052866,6.62535,0.052953,2.4667,0.007491,0.5968
0.99,5,256,0.133444,0.134792,0.098715,0.0058926,5.39214,0.058159,2.5583,0.008784,0.5892
1.01,5,256,0.107653,0.106587,0.132665,0.0066336,6.39846,0.064886,2.8333,0.010422,0.4891
1.03,5,256,0.184437,0.179065,0.128267,0.0073916,6.7847,0.073691,3.0667,0.012376,0.5745
1.05,5,256,0.130283,0.124079,0.135773,0.0080898,5.09372,0.084529,3.1667,0.014524,0.6226
1.07,5,256,0.210626,0.196847,0.125381,0.0083625,6.4874,0.089819,3.2083,0.016835,0.7164
1.09,5,256,0.262987,0.241272,0.116002,0.0082652,6.07963,0.098011,3.3417,0.019352,0.8449
1.11,5,256,0.204362,0.18411,0.091338,0.0076248,5.99138,0.105876,3.4417,0.021999,1.1592
1.13,5,256,0.009048,0.008007,0.065311,0.0066612,5.54255,0.116319,3.7167,0.02443,1.781
1.15,5,256,0.185096,0.160953,0.044809,0.0053449,5.96658,0.124561,3.9083,0.027018,2.7798
1.17,5,256,0.330796,0.282731,0.029672,0.0039211,5.69292,0.133184,3.9667,0.029726,4.4885
1.19,5,256,0.142292,0.119573,0.018588,0.0027887,4.627,0.141584,4.0833,0.032189,7.617
1.21,5,256,0.12366,0.102198,0.014122,0.0022489,5.15378,0.151426,4.1833,0.03482,10.7225
1.23,5,256,0.087475,0.071118,0.015409,0.0024075,7.48665,0.158913,4.3833,0.037347,10.3128
1.25,5,256,0.037363,0.02989,0.021795,0.0031779,6.22242,0.165499,4.4833,0.039947,7.5933
1.27,5,256,0.196105,0.154414,0.030928,0.0042495,5.83236,0.174895,4.6,0.042445,5.655
1.29,5,256,0.072658,0.056324,0.0418,0.0054123,5.72753,0.181786,4.6667,0.044882,4.349
1.31,5,256,0.168892,0.128926,0.052925,0.0063573,5.61533,0.191286,4.9083,0.047396,3.6143
