T,seed,L,Y,YoverT,sqrtMI,absRI,xm1,birth,Smax,Nv,eta
0.85,111,96,0.057758,0.067951,0.057241,0.0039455,3.73977,0.019992,1.225,0.00276,0.3493
0.87,111,96,-0.928348,-1.067066,0.072172,0.0044413,4.82933,0.021552,1.2833,0.003182,0.2986
0.89,111,96,-1.085997,-1.220221,0.070643,0.0043163,3.75501,0.032326,1.5,0.003721,0.4576
0.91,111,96,-0.364846,-0.40093,0.065166,0.0045275,3.32286,0.029089,1.4333,0.004522,0.4464
0.93,111,96,-0.101918,-0.109589,0.070713,0.0046682,5.07411,0.036997,1.625,0.005209,0.5232
0.95,111,96,0.34423,0.362347,0.079419,0.0049275,4.68866,0.046983,1.7917,0.006333,0.5916
0.97,111,96,0.091523,0.094354,0.078922,0.0051458,3.49364,0.047119,1.85,0.007504,0.597
0.99,111,96,0.222267,0.224512,0.091024,0.0056485,3.84876,0.058787,2.125,0.009257,0.6458
1.01,111,96,0.325733,0.322508,0.113142,0.0065695,3.7106,0.061546,2.1167,0.010753,0.544
1.03,111,96,0.042171,0.040943,0.12775,0.0073797,4.3884,0.075737,2.2917,0.012402,0.5929
1.05,111,96,0.26919,0.256372,0.129088,0.0080811,3.99622,0.08781,2.3667,0.014832,0.6802
1.07,111,96,0.342705,0.320285,0.121999,0.0083332,4.35601,0.091448,2.4417,0.017066,0.7496
1.09,111,96,0.322141,0.295543,0.112334,0.0084048,5.04017,0.09491,2.55,0.019196,0.8449
1.11,111,96,0.181605,0.163608,0.0863,0.0075444,3.81997,0.110401,2.7333,0.022039,1.2793
1.13,111,96,0.323024,0.285862,0.064136,0.0066116,3.25826,0.113192,2.8667,0.024458,1.7649
1.15,111,96,0.088033,0.07655,0.047132,0.0053313,4.56915,0.123846,2.9833,0.027249,2.6276
1.17,111,96,0.248748,0.212605,0.031773,0.0040212,4.22386,0.132172,3.1167,0.029715,4.1599
1.19,111,96,0.291816,0.245223,0.02006,0.002866,3.46435,0.146449,3.1583,0.032364,7.3005
1.21,111,96,0.133,0.109917,0.013204,0.0021916,2.94327,0.149433,3.2833,0.035241,11.3171
1.23,111,96,0.16167,0.131439,0.014229,0.0022348,4.26133,0.160517,3.5167,0.037504,11.2813
1.25,111,96,0.174253,0.139402,0.020234,0.0030646,3.8798,0.164045,3.475,0.040279,8.1073
1.27,111,96,0.281641,0.221764,0.029205,0.0040646,4.34468,0.174044,3.6833,0.042456,5.9593
1.29,111,96,-0.091879,-0.071224,0.039895,0.0051942,4.08088,0.182445,3.625,0.045072,4.5731
1.31,111,96,0.041506,0.031684,0.050554,0.0062284,3.70695,0.189692,3.6417,0.047675,3.7522
1.33,111,96,0.089507,0.067298,0.061204,0.0069657,3.33889,0.197139,3.8333,0.049599,3.221
1.35,111,96,0.05911,0.043785,0.0721,0.0077486,4.24897,0.202476,3.9,0.052001,2.8083
1.37,111,96,0.32154,0.234701,0.086112,0.0085007,3.01334,0.210469,3.9167,0.05475,2.4441
1.39,111,96,0.191847,0.138019,0.094339,0.0090722,3.27844,0.219416,4.1583,0.056868,2.3258
1.41,111,96,0.071012,0.050363,0.100515,0.0093749,3.63394,0.225429,4.3333,0.05904,2.2427
1.43,111,96,0.005341,0.003735,0.122651,0.0099257,4.49152,0.232993,4.3083,0.060951,1.8996
1.45,111,96,0.051634,0.03561,0.126834,0.0105062,4.33334,0.235063,4.4333,0.062996,1.8533
1.47,111,96,-0.012021,-0.008178,0.132081,0.0109731,3.2166,0.243682,4.4167,0.065353,1.8449
1.49,111,96,0.254369,0.170718,0.135435,0.0114666,4.16204,0.250696,4.4667,0.067221,1.851
1.51,111,96,0.17681,0.117092,0.141084,0.0113625,4.49654,0.254166,4.4667,0.069032,1.8015
1.53,111,96,0.047667,0.031155,0.148849,0.0115176,5.40038,0.264342,4.55,0.07099,1.7759
1.55,111,96,0.165286,0.106636,0.163012,0.0113481,5.06259,0.26855,4.6917,0.073293,1.6474
1.57,111,96,0.170922,0.108868,0.173422,0.0114405,6.02724,0.272392,4.9667,0.075462,1.5707
1.59,111,96,0.08219,0.051692,0.175498,0.0117754,4.74118,0.281828,4.975,0.076896,1.6059
