T,seed,L,Y,YoverT,sqrtMI,absRI,xm1,birth,Smax,Nv,eta
1.13,6,48,0.220874,0.195463,0.062129,0.0040198,2.85479,0.118397,2.2083,0.024306,1.9057
1.135,6,48,0.072834,0.064171,0.072622,0.0050321,3.08485,0.120877,2.3667,0.02534,1.6645
1.14,6,48,0.258179,0.226473,0.117404,0.0068403,3.80082,0.123437,2.4167,0.026855,1.0514
1.145,6,48,0.037402,0.032665,0.105261,0.0075873,3.71355,0.12302,2.35,0.026468,1.1687
1.15,6,48,0.159167,0.138406,0.100769,0.0075723,2.73589,0.119595,2.425,0.027156,1.1868
1.155,6,48,0.258693,0.223977,0.074031,0.0069722,3.15277,0.128834,2.4,0.027988,1.7403
1.16,6,48,0.125164,0.1079,0.049525,0.0059745,2.58355,0.128122,2.3833,0.028013,2.587
1.165,6,48,0.245489,0.21072,0.035927,0.0043913,3.59722,0.124197,2.3417,0.02917,3.4569
1.17,6,48,0.176559,0.150905,0.024926,0.0034169,4.46974,0.134682,2.4917,0.029839,5.4032
1.175,6,48,0.004348,0.0037,0.016021,0.0025775,2.67423,0.134539,2.4917,0.030364,8.3976
1.18,6,48,0.169974,0.144046,0.015958,0.0024571,2.58856,0.139562,2.5417,0.031359,8.7453
1.185,6,48,0.1257,0.106076,0.017837,0.0028226,2.88983,0.138598,2.525,0.032433,7.7702
1.19,6,48,0.22078,0.18553,0.025234,0.0037671,3.75324,0.132588,2.4833,0.032035,5.2543
1.195,6,48,0.175997,0.147278,0.032922,0.0048098,3.70802,0.148026,2.4917,0.032143,4.4963
1.2,6,48,0.285976,0.238314,0.039118,0.0053305,3.15748,0.148775,2.55,0.033974,3.8032
1.205,6,48,0.007511,0.006233,0.05035,0.0064976,3.01256,0.15467,2.575,0.034889,3.0719
1.21,6,48,0.009054,0.007483,0.059174,0.0069915,3.20685,0.141,2.6083,0.035156,2.3828
1.215,6,48,0.171539,0.141184,0.063702,0.0073947,3.5662,0.147185,2.6667,0.035344,2.3105
1.22,6,48,0.117742,0.09651,0.073903,0.0083125,2.88576,0.141034,2.5167,0.035601,1.9084
1.225,6,48,0.138636,0.113172,0.083549,0.0084819,3.25927,0.155355,2.7083,0.036769,1.8595
1.23,6,48,0.115049,0.093536,0.088206,0.0088695,2.98846,0.155266,2.75,0.037196,1.7603
1.235,6,48,0.159385,0.129057,0.099484,0.00918,2.93862,0.165592,2.65,0.038198,1.6645
1.24,6,48,0.199903,0.161212,0.107481,0.0102338,3.53086,0.163142,2.6333,0.039019,1.5179
1.245,6,48,0.130666,0.104952,0.114476,0.0102015,2.58784,0.173654,2.8667,0.03984,1.5169
1.25,6,48,0.036305,0.029044,0.108237,0.009967,2.95107,0.156504,2.8667,0.040043,1.4459
1.255,6,48,0.323874,0.258067,0.116389,0.0100893,3.28131,0.153523,2.6833,0.040484,1.319
1.26,6,48,0.135843,0.107812,0.128031,0.0110298,2.63772,0.165008,2.8333,0.040748,1.2888
1.265,6,48,0.069511,0.054949,0.126809,0.0113142,2.53727,0.179255,2.9583,0.042086,1.4136
1.27,6,48,0.106517,0.083871,0.124758,0.0112424,2.89382,0.170196,2.9333,0.041956,1.3642
1.275,6,48,0.087762,0.068833,0.123697,0.0116073,2.93459,0.17962,2.9083,0.043544,1.4521
1.28,6,48,-0.018257,-0.014264,0.13869,0.0114531,2.88156,0.180983,2.85,0.043236,1.3049
1.13,7,48,-0.014516,-0.012846,0.053479,0.0038375,3.40663,0.109909,2.2083,0.02445,2.0552
1.135,7,48,0.119971,0.105701,0.077986,0.0050689,3.8154,0.117691,2.2917,0.024982,1.5091
1.14,7,48,0.168198,0.147542,0.093282,0.0071277,2.88316,0.127067,2.2917,0.025506,1.3622
1.145,7,48,0.266385,0.232651,0.107066,0.0082661,3.15197,0.117968,2.275,0.026165,1.1018
1.15,7,48,0.475033,0.413072,0.087897,0.0072006,4.25359,0.128465,2.3917,0.027781,1.4615
1.155,7,48,0.206805,0.179052,0.064777,0.0064856,3.53548,0.123949,2.3417,0.027521,1.9135
1.16,7,48,0.126682,0.109209,0.040398,0.0049815,2.39952,0.129239,2.3917,0.028845,3.1992
1.165,7,48,0.014767,0.012676,0.024234,0.0034421,3.2781,0.136777,2.4167,0.029308,5.6441
1.17,7,48,-0.19367,-0.16553,0.017581,0.0026927,3.58282,0.126393,2.425,0.029098,7.1891
1.175,7,48,0.133468,0.113589,0.016095,0.0027132,3.0812,0.125511,2.35,0.030425,7.7979
1.18,7,48,-0.015593,-0.013214,0.017652,0.0029713,2.54085,0.135181,2.5583,0.03048,7.6582
1.185,7,48,0.240359,0.202835,0.016444,0.002851,2.34971,0.139681,2.475,0.031753,8.4944
1.19,7,48,0.221953,0.186515,0.022982,0.0036436,2.63469,0.132152,2.5167,0.032512,5.7503
1.195,7,48,0.18587,0.15554,0.032475,0.0046317,2.35952,0.137666,2.55,0.032711,4.2392
1.2,7,48,0.302907,0.252423,0.039928,0.0053826,3.81364,0.144403,2.4917,0.033898,3.6166
1.205,7,48,0.146187,0.121317,0.045773,0.0061584,3.61332,0.141211,2.525,0.034028,3.0851
1.21,7,48,0.263576,0.217832,0.050669,0.0066512,3.53854,0.147803,2.575,0.034314,2.917
1.215,7,48,0.156784,0.12904,0.058996,0.0071668,4.16317,0.149303,2.6917,0.035811,2.5308
1.22,7,48,0.134065,0.10989,0.065589,0.0076732,2.86343,0.151037,2.6083,0.036397,2.3028
1.225,7,48,0.077385,0.063172,0.074343,0.0082124,3.28129,0.1539,2.675,0.036914,2.0701
1.23,7,48,0.181857,0.147851,0.083335,0.008838,2.73796,0.162388,2.625,0.0372,1.9486
1.235,7,48,0.162151,0.131296,0.088252,0.0091714,3.02725,0.15966,2.7417,0.038802,1.8091
1.24,7,48,0.3093,0.249435,0.097872,0.009736,3.0189,0.158379,2.6917,0.038375,1.6182
1.245,7,48,0.241489,0.193967,0.104522,0.0104758,3.26181,0.166178,2.75,0.039685,1.5899
1.25,7,48,0.108928,0.087142,0.110852,0.0111983,3.24254,0.166657,2.7,0.040907,1.5034
1.255,7,48,0.131546,0.104818,0.119816,0.0110664,3.19906,0.17236,2.8333,0.040336,1.4385
1.26,7,48,0.148446,0.117814,0.122078,0.0107276,3.14494,0.1646,2.7833,0.040849,1.3483
1.265,7,48,0.075413,0.059615,0.125801,0.0107794,2.9307,0.170097,2.8333,0.04179,1.3521
1.27,7,48,0.194777,0.153368,0.121289,0.0106315,3.91982,0.175114,2.8667,0.042625,1.4438
1.275,7,48,0.077271,0.060605,0.126241,0.0107502,3.62961,0.183255,2.8583,0.043226,1.4516
1.28,7,48,-0.035581,-0.027798,0.129724,0.0111809,2.96849,0.179134,2.9,0.043783,1.3809
1.13,8,48,0.134489,0.119017,0.050037,0.0039226,2.43254,0.117979,2.2417,0.024204,2.3578
1.135,8,48,0.259025,0.228216,0.065262,0.0051,2.99585,0.118177,2.2167,0.02504,1.8108
1.14,8,48,0.343071,0.30094,0.088336,0.0069778,2.64031,0.132714,2.2917,0.026013,1.5024
1.145,8,48,0.002743,0.002395,0.102262,0.0076901,2.92743,0.126969,2.2833,0.026617,1.2416
1.15,8,48,0.209695,0.182344,0.086203,0.0075603,2.81971,0.117623,2.3917,0.026834,1.3645
1.155,8,48,0.297478,0.257557,0.068684,0.0070856,2.68363,0.126163,2.35,0.027915,1.8369
1.16,8,48,-0.085327,-0.073557,0.044111,0.0055124,2.62375,0.12904,2.275,0.02819,2.9253
1.165,8,48,0.207491,0.178104,0.030208,0.0043331,3.01474,0.137747,2.3667,0.029405,4.5599
1.17,8,48,0.150574,0.128696,0.022988,0.0035726,3.18454,0.132037,2.3833,0.029474,5.7437
1.175,8,48,0.282223,0.240189,0.016469,0.0027391,3.10141,0.135736,2.4917,0.030111,8.2419
1.18,8,48,0.192041,0.162746,0.010455,0.0020071,3.02776,0.136377,2.425,0.031087,13.0447
1.185,8,48,0.116782,0.09855,0.011985,0.0021087,2.4629,0.136966,2.5917,0.031514,11.4282
1.19,8,48,0.218961,0.184001,0.018171,0.0030453,2.54971,0.136591,2.5417,0.033366,7.5169
1.195,8,48,0.323701,0.270879,0.028681,0.0042264,2.37906,0.138639,2.675,0.033098,4.8337
1.2,8,48,0.101985,0.084988,0.037786,0.0053412,2.96019,0.147661,2.5583,0.033561,3.9078
1.205,8,48,0.192964,0.160136,0.043159,0.0057537,2.8628,0.155637,2.6583,0.033898,3.6061
1.21,8,48,0.348174,0.287747,0.048949,0.0063705,2.86752,0.161937,2.55,0.035337,3.3083
1.215,8,48,0.049335,0.040605,0.059986,0.0072887,2.46901,0.144992,2.625,0.034975,2.4171
1.22,8,48,0.282887,0.231874,0.071469,0.0081495,2.69838,0.1459,2.6417,0.036408,2.0414
1.225,8,48,0.327943,0.267709,0.076805,0.0083348,2.91265,0.153722,2.6,0.036223,2.0015
1.23,8,48,-0.041348,-0.033616,0.087004,0.009265,2.82269,0.15941,2.7,0.037637,1.8322
1.235,8,48,-0.031134,-0.02521,0.098986,0.0096577,3.467,0.152281,2.7417,0.038321,1.5384
1.24,8,48,0.143097,0.115401,0.10843,0.0106857,3.32708,0.159129,2.7833,0.037692,1.4676
1.245,8,48,0.04825,0.038755,0.114808,0.0111043,2.86555,0.156053,2.5917,0.039269,1.3593
1.25,8,48,0.249959,0.199967,0.121125,0.0108341,3.37907,0.163268,2.7417,0.039681,1.3479
1.255,8,48,0.132666,0.10571,0.123077,0.0112248,2.9139,0.16674,2.7583,0.040484,1.3548
1.26,8,48,0.003567,0.002831,0.130148,0.0114867,2.67535,0.172898,2.8083,0.042169,1.3285
1.265,8,48,0.323279,0.255556,0.127547,0.0112386,3.71524,0.167855,2.85,0.041233,1.316
1.27,8,48,0.144677,0.113919,0.131382,0.0115501,4.16865,0.174825,2.8417,0.042867,1.3307
1.275,8,48,0.222386,0.17442,0.133494,0.0116392,4.4352,0.175196,2.8917,0.043461,1.3124
1.28,8,48,0.249481,0.194907,0.143535,0.0115901,4.5999,0.178473,2.9667,0.043909,1.2434
1.13,9,48,0.230849,0.204291,0.055028,0.004053,2.97527,0.107133,2.225,0.024729,1.9469
1.135,9,48,0.320542,0.282416,0.075474,0.0055148,2.6187,0.126768,2.3833,0.024772,1.6796
1.14,9,48,0.123316,0.108172,0.0942,0.0067123,2.48554,0.116462,2.2583,0.025206,1.2363
1.145,9,48,0.364563,0.318396,0.109725,0.0083129,2.78967,0.111225,2.2417,0.026418,1.0137
1.15,9,48,0.214338,0.186381,0.100916,0.0080868,2.69063,0.13333,2.35,0.026711,1.3212
1.155,9,48,0.048911,0.042347,0.076406,0.006934,2.88053,0.125467,2.3333,0.027846,1.6421
1.16,9,48,0.145735,0.125634,0.051443,0.0052948,3.57404,0.126122,2.3583,0.027839,2.4517
1.165,9,48,0.195312,0.16765,0.033371,0.0043226,4.57037,0.129705,2.4083,0.029785,3.8868
1.17,9,48,-0.022324,-0.01908,0.020318,0.002941,3.73433,0.141545,2.4917,0.02963,6.9666
1.175,9,48,0.118115,0.100524,0.014,0.0022697,2.78112,0.136016,2.4917,0.030686,9.7155
1.18,9,48,-0.116986,-0.099141,0.011617,0.0019527,2.31545,0.13178,2.4,0.031626,11.3441
1.185,9,48,0.110276,0.09306,0.016259,0.0024172,3.39245,0.141692,2.6167,0.032762,8.7147
1.19,9,48,0.124608,0.104712,0.024729,0.0036455,2.94232,0.138867,2.5083,0.032154,5.6156
1.195,9,48,-0.067253,-0.056279,0.030726,0.0044788,3.11401,0.142414,2.5667,0.033149,4.635
1.2,9,48,0.018906,0.015755,0.038616,0.0051652,2.54893,0.140668,2.575,0.033872,3.6427
1.205,9,48,0.297065,0.246527,0.047268,0.0058453,2.63526,0.147402,2.5333,0.034281,3.1184
1.21,9,48,0.053422,0.04415,0.051872,0.0064707,2.64311,0.152206,2.5333,0.035312,2.9343
1.215,9,48,0.095017,0.078204,0.058971,0.0074345,4.21484,0.15139,2.5833,0.035109,2.5672
1.22,9,48,0.081071,0.066452,0.067686,0.0076752,3.76596,0.15329,2.7,0.036306,2.2647
1.225,9,48,0.304669,0.24871,0.074205,0.0079462,3.78688,0.158888,2.6583,0.036306,2.1412
1.23,9,48,0.249747,0.203046,0.087612,0.0089506,3.06014,0.16142,2.6667,0.038064,1.8424
1.235,9,48,0.073451,0.059474,0.094846,0.0094135,3.45135,0.157767,2.7167,0.037167,1.6634
1.24,9,48,0.27916,0.225129,0.101453,0.0096377,3.26113,0.161752,2.6917,0.039088,1.5943
1.245,9,48,0.293653,0.235866,0.113937,0.0103569,2.97829,0.174837,2.8917,0.039294,1.5345
1.25,9,48,0.259007,0.207205,0.120337,0.0111452,2.45641,0.15868,2.675,0.039507,1.3186
1.255,9,48,0.017536,0.013973,0.126405,0.0111402,2.6689,0.163836,2.7917,0.040256,1.2961
1.26,9,48,0.227976,0.180934,0.132913,0.0112282,3.96026,0.167089,2.775,0.042036,1.2571
1.265,9,48,-0.052007,-0.041113,0.137418,0.0113897,3.68751,0.164995,2.7833,0.041952,1.2007
1.27,9,48,0.263743,0.207672,0.137189,0.0111831,2.76214,0.176999,2.7667,0.042394,1.2902
1.275,9,48,0.072149,0.056588,0.128568,0.0106888,2.60466,0.174309,2.8833,0.043084,1.3558
1.28,9,48,0.229296,0.179138,0.128624,0.0106743,3.0909,0.176109,2.9417,0.043844,1.3692
1.13,10,48,0.195452,0.172966,0.055404,0.0038436,3.51231,0.109872,2.2417,0.024599,1.9831
1.135,10,48,0.223564,0.196973,0.065799,0.0052208,2.47921,0.121528,2.2417,0.024671,1.847
1.14,10,48,0.255535,0.224154,0.090519,0.0065688,2.84802,0.124118,2.3917,0.025651,1.3712
1.145,10,48,0.367603,0.321051,0.111814,0.0078956,3.08384,0.122463,2.2667,0.026631,1.0952
1.15,10,48,0.333711,0.290183,0.097081,0.0071673,3.3276,0.123089,2.3083,0.027405,1.2679
1.155,10,48,0.177275,0.153485,0.0666,0.0069642,3.44791,0.118727,2.2833,0.028212,1.7827
1.16,10,48,0.003605,0.003107,0.048758,0.0057678,2.61315,0.12547,2.4,0.028056,2.5733
1.165,10,48,0.174363,0.149668,0.030936,0.0044055,2.62185,0.128804,2.3167,0.028396,4.1635
1.17,10,48,0.309312,0.264369,0.016745,0.0027533,2.9963,0.13248,2.3583,0.029326,7.9116
1.175,10,48,-0.023494,-0.019995,0.012269,0.0019735,2.46073,0.126699,2.3833,0.030255,10.3268
1.18,10,48,0.170355,0.144368,0.012098,0.0019489,2.17425,0.137274,2.3917,0.031532,11.3473
1.185,10,48,0.169111,0.14271,0.01587,0.0024502,3.74163,0.134492,2.425,0.031485,8.4746
1.19,10,48,0.097576,0.081997,0.021223,0.0030449,3.97978,0.145814,2.4333,0.033077,6.8705
1.195,10,48,0.10852,0.090812,0.027883,0.0039395,2.88689,0.132573,2.4,0.032089,4.7547
1.2,10,48,0.160732,0.133943,0.035039,0.0048145,3.17923,0.141246,2.4917,0.033836,4.0311
1.205,10,48,0.197549,0.163941,0.042775,0.0055611,3.72273,0.149237,2.7,0.034578,3.4889
1.21,10,48,0.274492,0.226853,0.054954,0.0061476,3.99012,0.144998,2.525,0.034596,2.6385
1.215,10,48,0.107945,0.088844,0.061275,0.006939,3.66742,0.152948,2.6417,0.036216,2.4961
1.22,10,48,0.308513,0.252879,0.074772,0.007944,3.37778,0.150346,2.65,0.035854,2.0107
1.225,10,48,0.258341,0.210891,0.085552,0.0087074,3.31443,0.149566,2.6667,0.036762,1.7483
1.23,10,48,0.308003,0.250409,0.088438,0.0090352,3.65287,0.15444,2.65,0.037041,1.7463
1.235,10,48,0.13584,0.109992,0.09616,0.0091901,3.99466,0.165445,2.75,0.038484,1.7205
1.24,10,48,0.185291,0.149428,0.101897,0.0100686,3.84551,0.158421,2.7917,0.039377,1.5547
1.245,10,48,0.170924,0.137288,0.114324,0.0102878,4.31976,0.168397,2.725,0.040249,1.473
1.25,10,48,0.099817,0.079853,0.120665,0.0105683,3.71991,0.165145,2.8,0.040636,1.3686
1.255,10,48,-0.164588,-0.131146,0.125145,0.0109167,3.50605,0.16554,2.8333,0.041041,1.3228
1.26,10,48,0.104265,0.08275,0.126851,0.0115029,3.26541,0.169495,2.7083,0.042473,1.3362
