T,seed,L,Y,YoverT,sqrtMI,absRI,xm1,birth,Smax,Nv,eta
1.13,6,96,0.194405,0.172039,0.067148,0.0040204,3.67158,0.11652,2.7583,0.024618,1.7353
1.135,6,96,0.224049,0.1974,0.078835,0.0052989,4.04632,0.115121,2.7833,0.025109,1.4603
1.14,6,96,0.291776,0.255944,0.127109,0.0071008,4.06462,0.12097,2.7667,0.02571,0.9517
1.145,6,96,0.329854,0.288082,0.120337,0.0082746,4.36744,0.120222,2.9083,0.026361,0.999
1.15,6,96,0.334378,0.290764,0.106839,0.0077836,4.76619,0.124002,2.9333,0.026676,1.1606
1.155,6,96,0.305463,0.26447,0.074901,0.0070956,4.46631,0.130232,2.8833,0.028023,1.7387
1.16,6,96,0.214104,0.184572,0.052076,0.0059336,4.26354,0.131972,3.0,0.028709,2.5342
1.165,6,96,0.249035,0.213764,0.033286,0.004444,4.23045,0.133113,3.0417,0.028905,3.999
1.17,6,96,0.254583,0.217592,0.02259,0.0033391,4.44299,0.135471,3.0167,0.029882,5.997
1.175,6,96,-0.116531,-0.099175,0.01631,0.0026332,3.30973,0.134346,3.1167,0.030569,8.2371
1.18,6,96,0.18936,0.160474,0.013599,0.0023921,3.38122,0.139411,3.2083,0.030777,10.2516
1.185,6,96,0.204171,0.172296,0.017299,0.0028605,3.55706,0.142325,3.175,0.031643,8.2273
1.19,6,96,-0.169882,-0.142758,0.023528,0.0035287,3.37113,0.144515,3.125,0.032406,6.1423
1.195,6,96,0.218378,0.182743,0.030273,0.0043259,3.28991,0.142108,3.25,0.033125,4.6942
1.2,6,96,0.201931,0.168276,0.039121,0.0051774,3.29983,0.146613,3.2917,0.033796,3.7477
1.205,6,96,0.11406,0.094656,0.046107,0.0058115,3.57546,0.151297,3.2917,0.034292,3.2814
1.21,6,96,0.315201,0.260497,0.055143,0.0067979,5.01945,0.14961,3.2667,0.034976,2.7131
1.215,6,96,0.140804,0.115888,0.065605,0.0076481,5.73145,0.149224,3.25,0.035407,2.2746
1.22,6,96,0.274013,0.224601,0.07286,0.0081418,3.97275,0.155235,3.3,0.036175,2.1306
1.225,6,96,0.262134,0.213987,0.083606,0.0087236,3.78714,0.153025,3.2333,0.036433,1.8303
1.23,6,96,-0.051883,-0.042181,0.091216,0.0092067,4.12896,0.161508,3.4833,0.037598,1.7706
1.235,6,96,0.152928,0.123828,0.098221,0.0095074,5.13168,0.160856,3.475,0.037788,1.6377
1.24,6,96,0.156554,0.126253,0.106036,0.0101407,4.92605,0.160925,3.3167,0.038581,1.5176
1.245,6,96,0.254627,0.20452,0.11072,0.0105265,4.51694,0.165106,3.4583,0.039304,1.4912
1.25,6,96,0.175623,0.140498,0.117124,0.0107659,4.17694,0.165012,3.5,0.039755,1.4089
1.255,6,96,0.175954,0.140203,0.125093,0.0112925,4.88733,0.175521,3.4917,0.04088,1.4031
1.26,6,96,0.171019,0.13573,0.127276,0.0113227,4.42147,0.168552,3.3917,0.041337,1.3243
1.265,6,96,0.135423,0.107053,0.133059,0.0113393,4.7931,0.17179,3.525,0.041435,1.2911
1.27,6,96,0.125976,0.099194,0.135878,0.0113197,3.54298,0.171639,3.6583,0.042598,1.2632
1.275,6,96,0.190671,0.149546,0.137826,0.0117125,4.31288,0.177743,3.5917,0.043227,1.2896
