T,seed,L,Y,YoverT,sqrtMI,absRI,xm1,birth,Smax,Nv,eta
1.13,1,256,0.099577,0.088121,0.062546,0.0039162,5.05349,0.117224,3.6833,0.024471,1.8742
1.135,1,256,0.107229,0.094475,0.097945,0.0053097,5.51589,0.118718,3.7417,0.025199,1.2121
1.14,1,256,0.200915,0.176241,0.11925,0.0070292,7.48889,0.121865,3.7417,0.025816,1.0219
1.145,1,256,0.414149,0.361702,0.134057,0.0080847,5.41462,0.123176,3.65,0.026352,0.9188
1.15,1,256,0.268521,0.233497,0.102202,0.0079534,6.56794,0.124164,3.75,0.026934,1.2149
1.155,1,256,0.25283,0.2189,0.076187,0.0071629,6.60592,0.131675,3.9,0.027898,1.7283
1.16,1,256,0.025095,0.021634,0.050102,0.005802,7.1286,0.13071,3.9167,0.028435,2.6089
1.165,1,256,0.069273,0.059462,0.033273,0.0044541,5.7751,0.13151,3.9167,0.029204,3.9525
1.17,1,256,0.101809,0.087016,0.021952,0.0031354,5.23914,0.136211,3.9583,0.029804,6.2049
1.175,1,256,0.253936,0.216115,0.015499,0.0023975,4.57076,0.136184,4.0417,0.030339,8.7865
1.18,1,256,0.225193,0.190842,0.013823,0.0022849,4.90943,0.137538,4.0417,0.030958,9.9502
1.185,1,256,0.132038,0.111425,0.017823,0.0027334,6.36118,0.138681,3.9917,0.031752,7.7808
1.19,1,256,0.198966,0.167198,0.023429,0.0034827,4.9537,0.143315,4.1417,0.032345,6.1171
1.195,1,256,0.15033,0.125799,0.029947,0.0042327,4.68486,0.145408,4.175,0.033068,4.8555
1.2,1,256,0.168866,0.140722,0.037895,0.0051018,4.60979,0.14689,4.1833,0.033577,3.8762
1.205,1,256,0.258925,0.214876,0.046392,0.0059559,6.25829,0.148494,4.2667,0.034265,3.2009
1.21,1,256,0.021981,0.018166,0.054869,0.0066812,5.13836,0.151234,4.4083,0.034982,2.7563
1.215,1,256,0.251537,0.207027,0.062906,0.0073323,5.47213,0.152313,4.2,0.035613,2.4213
1.22,1,256,0.226811,0.185911,0.07054,0.0078871,6.84181,0.155608,4.3,0.036249,2.206
1.225,1,256,0.291846,0.238241,0.078227,0.0084069,5.62362,0.15703,4.3333,0.036809,2.0074
1.23,1,256,0.087408,0.071064,0.087129,0.008901,6.16644,0.158853,4.3917,0.037338,1.8232
1.235,1,256,0.200315,0.162198,0.097226,0.0094165,6.83744,0.160678,4.4667,0.038089,1.6526
1.24,1,256,0.192376,0.155142,0.103353,0.0099094,6.68802,0.163839,4.4917,0.038751,1.5852
1.245,1,256,0.007254,0.005826,0.114303,0.0101967,7.65571,0.164864,4.4333,0.039308,1.4423
1.25,1,256,0.145331,0.116265,0.120288,0.0105693,6.72146,0.167664,4.425,0.039963,1.3938
1.255,1,256,-0.045525,-0.036275,0.126047,0.010811,7.09542,0.168199,4.6167,0.040533,1.3344
1.26,1,256,0.026707,0.021196,0.130314,0.0111231,5.84046,0.170993,4.5333,0.041198,1.3122
1.265,1,256,0.320329,0.253225,0.136972,0.011283,5.75446,0.171823,4.5333,0.041902,1.2544
1.27,1,256,0.232724,0.183247,0.144026,0.011451,7.63256,0.175282,4.7167,0.042488,1.217
1.275,1,256,-0.08573,-0.067239,0.149744,0.0115785,6.92445,0.176763,4.6917,0.043124,1.1804
1.28,1,256,0.202615,0.158293,0.152587,0.0116359,6.23226,0.179127,4.625,0.043601,1.1739
1.13,2,256,-0.071144,-0.06296,0.065074,0.0039415,5.99735,0.118036,3.6583,0.024454,1.8139
1.135,2,256,0.296153,0.260928,0.093674,0.0052396,6.54303,0.122523,3.75,0.025314,1.308
1.14,2,256,0.116079,0.101824,0.135375,0.0070556,5.59634,0.123379,3.75,0.025867,0.9114
1.145,2,256,0.05221,0.045599,0.120636,0.0080181,7.3214,0.121722,3.8583,0.026295,1.009
1.15,2,256,0.293138,0.254902,0.103556,0.0079448,6.00483,0.124528,3.8167,0.027208,1.2025
1.155,2,256,0.091143,0.078912,0.074555,0.0070079,6.61863,0.128931,3.875,0.027694,1.7293
1.16,2,256,0.254627,0.219506,0.051137,0.0057476,6.23805,0.128634,3.925,0.028392,2.5155
1.165,2,256,0.159024,0.136501,0.033097,0.0043172,6.73016,0.132659,3.975,0.029069,4.0082
1.17,2,256,0.184943,0.158071,0.0217,0.0031542,5.96969,0.13401,4.0583,0.029688,6.1755
1.175,2,256,0.450196,0.383145,0.015134,0.0024015,5.52465,0.135632,4.0417,0.030236,8.9621
1.18,2,256,0.148751,0.12606,0.014215,0.0023194,4.6192,0.138304,4.125,0.031239,9.7293
1.185,2,256,0.080352,0.067808,0.017202,0.0027319,4.88453,0.139181,4.0833,0.031684,8.0908
1.19,2,256,0.273585,0.229904,0.02333,0.003473,6.80731,0.141509,4.1583,0.032279,6.0655
1.195,2,256,0.099487,0.083253,0.03042,0.0043598,5.68194,0.143462,4.2,0.032896,4.716
1.2,2,256,0.201008,0.167507,0.03798,0.0051854,6.92155,0.144818,4.1417,0.033626,3.813
1.205,2,256,0.185448,0.153899,0.046055,0.0059832,7.57743,0.14896,4.1667,0.034086,3.2344
1.21,2,256,0.29105,0.240537,0.055625,0.0067979,6.3192,0.150572,4.2167,0.034964,2.7069
1.215,2,256,-0.041977,-0.034549,0.063752,0.0074169,7.0805,0.153919,4.3,0.035594,2.4144
1.22,2,256,0.350049,0.286925,0.072992,0.0080383,6.11713,0.154035,4.3333,0.036171,2.1103
1.225,2,256,0.410302,0.33494,0.081067,0.0085696,5.35622,0.155372,4.275,0.036886,1.9166
1.23,2,256,0.325524,0.264653,0.090384,0.0091384,5.86429,0.157126,4.4083,0.03743,1.7384
1.235,2,256,0.15277,0.1237,0.096588,0.009453,7.00902,0.160667,4.3917,0.038082,1.6634
1.24,2,256,0.212358,0.171256,0.102762,0.009884,7.68373,0.162759,4.325,0.038738,1.5838
1.245,2,256,0.243731,0.195768,0.112556,0.0102649,6.0369,0.163798,4.35,0.039178,1.4553
1.25,2,256,0.182835,0.146268,0.120002,0.0105244,6.20595,0.166858,4.4917,0.039945,1.3905
1.255,2,256,0.231155,0.184187,0.127841,0.010816,7.13998,0.168065,4.65,0.040512,1.3146
1.26,2,256,0.267564,0.212352,0.132631,0.0110815,6.63458,0.170505,4.6,0.041194,1.2856
1.265,2,256,0.28717,0.227012,0.139667,0.0112442,6.54677,0.171875,4.7583,0.041831,1.2306
1.27,2,256,0.064352,0.050671,0.146262,0.0114941,5.75472,0.173734,4.5583,0.042393,1.1878
1.275,2,256,0.090476,0.070962,0.14854,0.0115924,5.59983,0.177843,4.6667,0.043104,1.1973
1.28,2,256,0.213607,0.16688,0.150844,0.0117204,4.83773,0.179595,4.7,0.043836,1.1906
1.13,3,256,0.116751,0.10332,0.071453,0.0038824,5.91865,0.117643,3.6667,0.024608,1.6465
1.135,3,256,0.424623,0.374118,0.100848,0.0052517,5.72509,0.119887,3.6083,0.025179,1.1888
1.14,3,256,0.067148,0.058902,0.136412,0.0070297,5.22338,0.121062,3.8,0.025867,0.8875
1.145,3,256,0.017938,0.015666,0.12867,0.0080159,6.36212,0.123966,3.7333,0.026599,0.9634
1.15,3,256,0.183921,0.159932,0.105278,0.0078566,7.47169,0.126523,3.8083,0.027187,1.2018
1.155,3,256,0.160738,0.139167,0.074941,0.0070327,5.45055,0.129478,3.825,0.027777,1.7277
1.16,3,256,0.231194,0.199305,0.050883,0.0057331,5.8486,0.129298,3.8833,0.028429,2.5411
1.165,3,256,0.113492,0.097418,0.032139,0.0042581,5.39284,0.131573,3.9167,0.029033,4.0939
1.17,3,256,0.270955,0.231585,0.020612,0.0030195,5.91768,0.134709,4.05,0.029831,6.5354
1.175,3,256,0.159955,0.136132,0.014681,0.0023592,4.54472,0.135982,3.9167,0.030337,9.2625
1.18,3,256,-0.065271,-0.055314,0.014057,0.0023004,4.71946,0.139299,3.9417,0.031038,9.9097
1.185,3,256,0.197553,0.166712,0.017753,0.0027374,5.65607,0.141191,4.0667,0.03173,7.9531
1.19,3,256,0.248089,0.208478,0.023856,0.0034991,6.08066,0.143818,4.1,0.032222,6.0285
1.195,3,256,0.29655,0.248159,0.031086,0.0043573,6.0787,0.144961,4.2,0.033,4.6633
1.2,3,256,0.296994,0.247495,0.03941,0.0052623,6.98162,0.14727,4.25,0.033668,3.7369
1.205,3,256,0.150516,0.124909,0.048043,0.0061184,4.84298,0.148751,4.1583,0.034214,3.0962
1.21,3,256,0.284608,0.235213,0.056353,0.0068756,6.21727,0.151338,4.2833,0.034817,2.6855
1.215,3,256,0.237089,0.195135,0.065635,0.0075795,5.55596,0.154265,4.4,0.035672,2.3504
1.22,3,256,0.228795,0.187537,0.073647,0.008123,6.12633,0.155956,4.3667,0.036174,2.1176
1.225,3,256,0.178334,0.145579,0.081333,0.0086289,5.11425,0.156102,4.4,0.036903,1.9193
1.23,3,256,0.219238,0.178242,0.09103,0.0091145,5.41071,0.1583,4.325,0.037343,1.739
1.235,3,256,0.116243,0.094123,0.097463,0.0095621,5.05696,0.161824,4.4833,0.038313,1.6604
1.24,3,256,0.196069,0.15812,0.104686,0.0099074,4.6961,0.162458,4.4833,0.038686,1.5519
1.245,3,256,0.12878,0.103438,0.111978,0.010341,3.69718,0.164949,4.4667,0.039478,1.473
1.25,3,256,0.004765,0.003812,0.11877,0.0105829,4.90674,0.167022,4.45,0.039978,1.4063
1.255,3,256,0.043745,0.034856,0.126503,0.0109494,7.22092,0.168192,4.55,0.040516,1.3295
1.26,3,256,0.072162,0.057271,0.131365,0.0111077,8.58322,0.172327,4.5417,0.041222,1.3118
1.265,3,256,0.043937,0.034733,0.140706,0.0114457,8.39438,0.172926,4.5417,0.041949,1.229
1.27,3,256,0.129475,0.101949,0.14461,0.0116258,8.27717,0.17506,4.5833,0.042511,1.2106
1.275,3,256,0.246996,0.193722,0.148225,0.0116974,7.06865,0.175945,4.625,0.043139,1.187
1.28,3,256,0.263665,0.205988,0.159596,0.0118268,7.31351,0.178329,4.5,0.043741,1.1174
1.13,4,256,0.22893,0.202593,0.070942,0.0039009,6.88195,0.119144,3.75,0.024614,1.6794
1.135,4,256,0.285368,0.251425,0.09491,0.0052803,7.73152,0.118558,3.6667,0.025108,1.2492
1.14,4,256,0.228648,0.200568,0.127603,0.0070674,7.77714,0.122665,3.775,0.025576,0.9613
1.145,4,256,0.112701,0.098429,0.121891,0.0080349,6.44975,0.124367,3.75,0.026566,1.0203
1.15,4,256,0.260506,0.226527,0.10275,0.0079068,6.6124,0.12442,3.7333,0.02719,1.2109
1.155,4,256,0.105697,0.091513,0.076135,0.0071434,6.50287,0.128036,3.8917,0.027824,1.6817
1.16,4,256,0.289151,0.249268,0.05186,0.0058217,4.608,0.128607,3.9583,0.028454,2.4799
1.165,4,256,0.181006,0.15537,0.034336,0.0044306,5.34429,0.132472,3.9417,0.029118,3.8581
1.17,4,256,0.118383,0.101182,0.022327,0.0031827,5.83185,0.133647,4.05,0.029677,5.9858
1.175,4,256,0.13836,0.117753,0.015773,0.0023939,5.79321,0.137456,4.0583,0.030388,8.7145
1.18,4,256,0.277976,0.235572,0.014417,0.0022759,5.69055,0.139771,4.0333,0.031181,9.6946
1.185,4,256,0.258659,0.218278,0.017783,0.0027185,7.31696,0.141216,4.1333,0.03182,7.9408
1.19,4,256,0.219266,0.184257,0.022909,0.0034162,6.42281,0.143116,4.0667,0.032349,6.2471
1.195,4,256,0.265678,0.222324,0.030724,0.0043311,6.91143,0.145746,4.0917,0.033033,4.7437
1.2,4,256,0.112318,0.093598,0.039133,0.0052988,6.35902,0.147307,4.2333,0.033532,3.7643
1.205,4,256,0.197491,0.163893,0.047865,0.0061008,6.05244,0.149363,4.2,0.034215,3.1205
1.21,4,256,0.117477,0.097088,0.055476,0.0067408,6.27743,0.152021,4.1,0.034886,2.7403
1.215,4,256,0.163172,0.134298,0.064889,0.0074967,6.53409,0.152826,4.325,0.035606,2.3552
1.22,4,256,0.163301,0.133853,0.072167,0.0080661,5.64598,0.155666,4.2583,0.036214,2.157
1.225,4,256,0.17874,0.14591,0.08142,0.0085971,5.07492,0.157093,4.4167,0.036899,1.9294
1.23,4,256,-0.013708,-0.011144,0.08875,0.0090839,5.3271,0.159864,4.3917,0.037382,1.8013
1.235,4,256,0.189583,0.153508,0.09679,0.0094948,6.39875,0.160762,4.5833,0.038041,1.6609
1.24,4,256,0.043933,0.03543,0.104929,0.0099087,6.14068,0.162861,4.4083,0.03868,1.5521
1.245,4,256,0.096725,0.077691,0.111065,0.0101398,6.37316,0.165245,4.5083,0.039393,1.4878
1.25,4,256,0.236554,0.189243,0.11795,0.0103551,6.11658,0.165479,4.4083,0.040071,1.403
1.255,4,256,0.028684,0.022856,0.123951,0.0107169,6.85267,0.171046,4.4583,0.040628,1.3799
1.26,4,256,0.14331,0.113738,0.131716,0.0110265,6.81226,0.170114,4.4667,0.04116,1.2915
