case,input_shannon_entropy_bits,baseline_energy,signal_period_to_stride_ratio,te_n_cycles,te_reliability,te_reliable,baseline_energy_mean,driven_energy_mean,delta_energy,effect_size_energy,effect_size_energy_label,baseline_drop_mean,driven_drop_mean,delta_drop,effect_size_drop,effect_size_drop_label,baseline_birth_mean,driven_birth_mean,delta_birth,effect_size_birth,effect_size_birth_label,baseline_info_mean,driven_info_mean,delta_info,effect_size_info,effect_size_info_label,baseline_helicity_mean,driven_helicity_mean,delta_helicity,effect_size_helicity,effect_size_helicity_label,mean_absorbed_energy,efficiency_birth_per_absorbedE,phase_lag_input_to_birth_rad,phase_lag_amp_out_birth,phase_lag_n_valid_birth,tau_input_to_birth,xcorr_peak_input_to_birth,xcorr_n_valid_input_to_birth,TE_input_to_birth,TE_birth_to_input,net_TE_input_birth,TE_n_valid_birth,efficiency_drop_per_absorbedE,phase_lag_input_to_drop_rad,phase_lag_amp_out_drop,phase_lag_n_valid_drop,tau_input_to_drop,xcorr_peak_input_to_drop,xcorr_n_valid_input_to_drop,TE_input_to_drop,TE_drop_to_input,net_TE_input_drop,TE_n_valid_drop,run_id,script_version,git_hash,run_timestamp,seed,L,T,K0,power,meas_stride,period_sweeps,dwell_sweeps
sine,3.7934861681651464,-0.34052438958990905,12.8,546.875,HIGH,True,-0.34052438958990905,-0.33703153585316836,0.0034928537367406864,0.08147476061052109,negligible,0.850860362461671,0.8483185320035118,-0.0025418304581591444,-0.04652737719769061,negligible,0.047083984375,0.04924769965898083,0.0021637152839808285,0.14622830989383123,negligible,2.169642466966895,2.1061710825385047,-0.06347138442839029,-1.0877179250268312,large,0.5419527702048783,0.5334294672239271,-0.008523302980951164,-0.03627658124831435,negligible,0.0034928537367407064,0.3356386143594319,2.85995880592177,0.02163630157223222,6997,,,,0.6062436621611611,0.32988649202999154,0.27635717013116956,6996,-1.112505971237529,-0.10165281347343402,0.0781754240711602,6997,,,,0.2905821266976347,0.06038436587477447,0.23019776082286025,6996,c92373656fb7,paper3_stage1_v7,no-git,2026-07-06T03:40:31+00:00,0,48,0.9,0.7,0.01,5,64,20
sine,3.7934861681651464,-0.3411118508065674,12.8,546.875,HIGH,True,-0.3411118508065674,-0.3369651835532679,0.004146667253299541,0.09646786990579512,negligible,0.8509004724678768,0.8482450363916294,-0.0026554360762474083,-0.0485347783817995,negligible,0.046967664930555555,0.049279242195067734,0.002311577264512178,0.15587639140322404,negligible,2.1707851665478275,2.1054270516642757,-0.06535811488355181,-1.1887266472596367,large,0.5474423476570641,0.5337774010933565,-0.013664946563707647,-0.05823775286591417,negligible,0.004146667253299493,0.3989887692764579,2.8565033956945474,0.02172713382141477,6997,,,,0.6060872166039992,0.34388991409160763,0.2621973025123916,6996,-1.1560529930538888,-0.09526219750539111,0.0775933871532335,6997,,,,0.27433426629470015,0.06041729872744073,0.21391696756725942,6996,aaed0e1bca98,paper3_stage1_v7,no-git,2026-07-06T03:42:41+00:00,1,48,0.9,0.7,0.01,5,64,20
sine,3.793814182777945,-0.34048029172249117,12.8,546.875,HIGH,True,-0.34048029172249117,-0.33690392535822805,0.003576366364263117,0.08328112683296353,negligible,0.8509677068883482,0.8484620855704799,-0.002505621317868356,-0.04566051347435759,negligible,0.04725607638888889,0.049235820808124116,0.0019797444192352284,0.1332656677654318,negligible,2.16682755046392,2.1012419615655564,-0.06558558889836341,-1.1828385421334693,large,0.5456203045672361,0.5308210117945747,-0.014799292772661343,-0.061197632703255435,negligible,0.003576366364263093,-0.20247653395698245,2.8571337550014917,0.021786779774513505,6997,,,,0.5936694223677592,0.3314440657752673,0.2622253565924919,6996,-3.0890998864935932,-0.10895559490002515,0.07688780318903524,6997,,,,0.29824016351200866,0.06801847264532634,0.23022169086668232,6996,ea6bc8e36218,paper3_stage1_v7,no-git,2026-07-06T03:44:50+00:00,2,48,0.9,0.7,0.01,5,64,20
sine,3.7742315052635034,-0.3407200242429163,12.8,546.875,HIGH,True,-0.3407200242429163,-0.3369530461001057,0.0037669781428106286,0.08794508698367942,negligible,0.8509398531937652,0.8483686587693184,-0.0025711944244467544,-0.046970356668400576,negligible,0.04723068576388889,0.04929623856652851,0.0020655528026396197,0.13967415256867396,negligible,2.168545147212954,2.1072445430679845,-0.06130060414496974,-1.03010123661063,large,0.5535122141675243,0.5296112872706941,-0.02390092689683021,-0.09937821894729067,negligible,0.003766978142810624,0.3579407283692964,2.8627849219886023,0.021676756346214375,6997,,,,0.584605636567209,0.32030917089025746,0.26429646567695153,6996,-1.201540522949345,-0.12141126670247093,0.07724746599142306,6997,,,,0.2800295823354948,0.0689531944204429,0.2110763879150519,6996,23a385d499e6,paper3_stage1_v7,no-git,2026-07-06T03:47:00+00:00,3,48,0.9,0.7,0.01,5,64,20
sine,3.7782996642762905,-0.34096421861676834,12.8,546.875,HIGH,True,-0.34096421861676834,-0.3369613646296057,0.004002853987162658,0.09328938148904486,negligible,0.8531060790727902,0.8485282278584911,-0.0045778512142991,-0.0831294739777437,negligible,0.04712543402777778,0.04929319906944246,0.0021677650416646807,0.14555605916023115,negligible,2.1714552052160023,2.1023272059990514,-0.0691279992169509,-1.1722376608726128,large,0.5443353718356541,0.5325113123870743,-0.011824059448579782,-0.04901136250578946,negligible,0.0040028539871626865,0.3495660817240357,2.861368533361217,0.021777609156823873,6997,,,,0.5522035981205367,0.3031863979386409,0.24901720018189577,6996,-1.5136583661964174,-0.11146530972415913,0.07849882125084609,6997,,,,0.23135348126996735,0.04496603155312506,0.1863874497168423,6996,aee105b73cab,paper3_stage1_v7,no-git,2026-07-06T03:49:10+00:00,4,48,0.9,0.7,0.01,5,64,20
